Gene.symbol	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
GPBP1L1	628.8	922.2	1042.6	1196.7	1228.5	1115.5
CDC27	308.2	282.2	382.7	315.7	302.6	304
MMADHC	3165.3	2583	2827.6	3084.4	2925.5	3659.2
NAT10	686.6	421.6	651.3	651.8	679.3	450.9
EPS15	739.2	844.4	756.1	1094.6	631.2	801.6
ARFGAP1	614.5	476.5	502.5	583.3	531	419.7
CYBRD1	2193.7	2845.4	2825.7	2621.8	2935.7	2170.3
C16orf58	852.7	799.4	804.1	900.2	812	492.2
LIMA1	2519.8	3799.9	3584.1	3329.7	4300.8	3094.4
AKIRIN1	224	139.6	210.3	188.3	306.2	263.6
KCTD3	180.7	253.1	267	224	242.1	232.3
PTCD3	382.3	505.8	430.7	537.5	574.7	539.2
FAM192A	619.8	602.2	586.5	682.4	619.3	620.9
FXYD6	888.4	1116.2	1954	1322.3	1213.6	1512.1
EMC7	1855	1617.1	1650.7	1394.2	1963.8	1646.4
TMEM214	1485.4	1189.8	1180	1197.3	970.4	852.5
IARS2	1233	1410.7	1438.4	1453.9	1519.9	1385
DSG2	56.9	275.6	85.7	295.2	190.2	110
HERC2	414.1	279.3	332.6	398.6	412.8	321.8
STRN4	383.3	409.7	457	365	395.5	406.5
BACE1	830.8	905.6	982.4	985	1028.3	820.4
MCMBP	249.4	347.4	272.4	263.1	258.2	286.2
KLHDC2	1782.8	2045.4	2169.7	2189	2463.6	1919.9
MRPL18	1407.5	1183.7	1181.5	1214.1	1427.4	1422.4
DCAF6	583.3	602.8	669.9	714.4	769.2	857.5
BAG3	901.2	979.9	912.9	1083.7	1097.6	916.7
DUS1L	367.7	315.1	346.7	478.9	457.1	409.8
VPS4A	1039	910.6	1046.7	1036.6	868.6	896.5
TPCN1	1256.8	1041.6	1450.7	1245.3	1840.6	1306.2
RSL24D1	1569.6	1674.8	1849.3	1705.2	1914.5	2081.7
DYNLRB1	2037.3	2291.6	2380.3	2165.2	2214.7	2164.1
MRPL42	871.7	764.1	667.1	886	940.2	995.5
PEF1	1170.3	1000.1	1042.3	932.4	911.7	1060.8
C19orf53	1988	1663	1740.2	1596.9	1492.8	1695.6
SPCS1	4189.2	3247	3320	2969.9	3180.2	3676.1
PPP6R3	453	642.4	622.6	639.8	614.9	668.3
KIAA0319L	18.5	21	16.9	19.6	19.8	15.9
TOLLIP	395.6	347.8	321.6	308.7	234.5	119.1
CNPY3	503.9	278.1	388.9	291	389	339.6
MRPS7	685.6	636.8	597.9	696.6	703.3	714.3
LAP3	2187	1342.2	1549.2	1605	1695.6	2461
STUB1	1314.2	1640.3	1555.7	959.3	1455.7	1694.1
UQCC1	410.9	443.4	468.8	496.2	491.1	531.8
ARHGAP5	650	467	662	575	740.1	493
HDAC7	49.4	72.4	212.9	198.4	169	168.5
KCMF1	1024.7	1365.4	1262.6	1365.2	1673.7	1978.8
AFTPH	1558.5	1392.7	1554.3	1172.5	1474.7	1611.8
NAXD	1036.4	1069.6	910.5	1082.7	1260	1321.7
ERBIN	340.5	477.4	589.1	694.1	573.1	630.4
MRPS35	683.4	842.4	965.7	1056	1144.7	1390.7
MAP7D1	1147.7	1208	1344.2	1303.3	882.1	834.3
POMGNT1	170.2	202.4	260.3	302.8	117.3	240.5
BTBD1	860.4	1059.8	1012.8	1154.2	1233.9	1797.4
SAE1	872.5	777.2	760	1039	713.4	897.8
CMTM6	2228.3	1758.5	1916	1962.6	2461.7	2952
FAM127B	279.5	377.4	396.9	408.4	329.5	327.6
VKORC1	4518.7	4137.9	4734.7	3353.9	4026.4	4345.3
NOSIP	369.5	608.3	444.6	441.9	509.3	621.4
BCL2L13	587.3	720.2	668.3	577.5	656.2	829
ENOPH1	701.3	610	573.7	626.1	640.8	742.3
CFAP20	1053.6	1049.7	1108.8	781	1420.3	983.2
TOMM22	443.5	342.5	406.8	361	330.6	384.3
SLC25A38	379.3	346	378.7	306.4	532.3	458.3
NOP10	3261.2	3469.4	3298.2	3052.9	3213.4	3822.2
BEX3	4427.6	6381.9	6653.9	6826.8	6480.1	6274.2
TTC19	1050.6	1374	1402.7	1189	1088	1298.3
SAP30BP	386.8	288.5	323.9	335.1	312	431.6
FAM129A	224.8	416.2	312.5	633.2	423.5	333.1
TSSC1	252.2	174.5	339	242.3	236.5	336.3
VPS51	1608.1	1788.3	1622.9	1880.3	1724.3	1843.4
CNOT6	306.4	265.6	341.7	302.9	305.6	491.9
LAMTOR3	861	1051.7	1071.9	1098.1	1084.6	1338.3
CHCHD3	716.7	543.2	879.2	1011.8	1457	1791.1
DCXR	624	376.8	381.7	678.5	302.7	626.2
TM7SF3	72.4	81.3	122	93.8	164.7	109.9
TCEAL9	1038.5	1494.4	1737.9	1991.2	2117.1	1931.6
DYNC1LI1	375.1	418.9	520.1	510.9	510.9	501.2
MSRB1	777.9	659.6	720.1	758.5	761.2	885.2
UBE2Q1	1259	1314.7	1360.7	1262.2	1364.3	1273.9
TSPAN13	1426.1	659.4	416.5	730.5	477.9	432.7
MRPL16	754.3	812	871.2	783.3	906.8	855.1
TIMM10B	602.7	702.8	640.5	647.9	739.9	674.9
MORF4L1	3465.4	4311.7	4528.5	5407.9	4267.4	5080.7
RNASET2	4259.7	1967.5	3084.3	2429.4	2535.8	4765.5
BAZ1A	118	133.6	116.9	85.2	162.9	218.9
ASNSD1	696.4	626.8	678.8	599.1	791.6	944.2
CCNB1IP1	489.8	698.2	632.1	695	831.6	1058.9
HSD17B11	1637.1	2309.6	2208.2	1885.9	2270.9	1895.9
GMPR2	1068.8	956.4	896	997	937.7	900.1
SSBP3	471.3	726.8	678.6	536.1	559.9	525.8
EFHD2	624.1	898	1132.7	734.8	1152.9	1623.7
MAT2B	2090.3	2461	2468.5	2728.9	2574.6	2810.3
SQRDL	1433.2	1593.9	1694.3	1157.7	1594.6	1756.7
PHLDA1	490.9	228.8	373.4	347.5	1051.8	315.4
MRPS2	248	298	277.3	378.4	377	229.2
CXCL14	2132.4	3601.1	1031.5	626.3	3203.9	1740.9
FKBP3	702.5	646.9	701.5	545	555.1	750.8
BSDC1	492.8	689.1	710.7	434.1	770.8	672.7
ZNF22	1405.2	1738.4	1517.8	1829.7	1824.5	1795.6
RPS27L	5216.8	4309.1	4593.7	5456.8	3839.9	5477.5
TMEM248	1805.7	1467.7	1732.7	1559.8	1694.5	1310.5
PRC1	160.2	166.5	184.3	127.9	179.2	148
PPDPF	1749.2	1199.7	1069.6	1157.2	625.2	683.9
UBL5	1207.4	907.9	1080.8	863.6	937.9	1326.4
TSPYL2	782.8	576.4	569.5	589	804.9	854.4
DCTN4	440.1	555.1	567.6	540.2	622.8	615.7
NUP85	496.4	498.6	529.7	506.1	524.7	543
WRNIP1	26.4	66.5	19.8	36.1	58.1	35.6
HGSNAT	1466.5	1504.3	1352.2	1849.4	1568.3	1467.8
ZFAND3	1165.5	1296.8	1230.2	939.3	1078.4	932.9
VRK3	265.1	84.4	97.6	284.6	164.3	201.6
FAM53C	696.2	827.8	838.8	995	1040.1	706.7
MPC1	895.6	922.5	1042.4	812.3	851.9	1054.7
ECI2	1118.2	1175.2	991.4	1164.9	1096.9	1190.9
COA3	1513.2	1516.2	1527	1362.9	1673.1	2039.2
MRPL15	997.6	1001.4	990.4	937.9	1646.1	1081.7
FAM65A	753	723.6	866.6	866.5	786.6	732.4
GIT1	657.3	850.2	767.6	687.9	427.5	682.3
SNN	559.8	973	954.8	830.1	1014.1	1272.8
FIS1	1903.3	2746.9	2495.4	2626.2	1746.4	2810.8
RBM47	783.8	1040.1	1141.7	512.4	972.9	1717.6
NMD3	394.1	489.7	652.6	596.7	541.4	867.4
FAM134A	966	935.6	933.6	939.4	887.1	727.8
ATP5SL	319.9	178.5	338.9	321.5	276.4	384.8
NUSAP1	201.3	220	255	264.4	190.6	256.6
PRPF38B	153.8	195.3	177.9	128.1	174.5	349.6
SLC38A2	2799.2	3678.2	3516.2	4174.7	4276.1	2587.7
COPS4	1407.6	1382.3	1299.3	1435.4	1498.9	1533
AZI2	132.6	216.4	177.1	232.2	166.7	318.5
PTMS	18.9	11.5	21.2	11	5.6	7.2
MRPS16	333	395.5	321.6	372.1	377.6	465.6
OSBPL9	1326.7	1450.7	1324.5	1745.4	1545.5	1632
COMMD3	1491.4	1228.6	1146.3	1076	1164.8	1158.6
MRPL13	365.1	376.9	355.2	360.6	284.4	595.1
UFM1	979.7	919.4	791.3	764.5	1024.3	1313.7
NT5DC2	624.4	407.2	476.2	1262.1	482.2	239.5
ATP13A1	458.4	535.7	510.4	369	404.3	430.6
WDR41	209.1	318.2	274.9	681.8	462.5	308.8
BFAR	465.2	500.9	579.2	602.3	505.3	449.1
EMC8	498	287	417	373.2	432.6	446.7
CXXC1	417.6	331.4	361.7	386.6	281.4	302
ZNF706	3004.3	2047.1	2002.8	1883.1	1815.7	2248.1
USB1	459.2	238.5	436.4	448.9	131.1	337
MEA1	1367.7	1028.2	1063.6	1410.5	961.6	1261.2
TMEM9B	1485.7	1295	1340.7	1410.5	1550.2	1885.2
SLC12A7	1297.5	1118.3	1062.5	935.1	1366.7	969.6
ARGLU1	507.9	627.1	597.9	890.5	533.8	754.4
ZNF672	362	401.7	441.6	487.4	434.8	434.6
DCTPP1	489.6	302.5	325.4	586.7	389.2	661.5
GMPPA	245.7	201.6	263.5	310.3	222.1	270
COMMD9	993.7	731.2	757.6	657.9	593.4	695.6
NDC1	249.3	261.6	253.9	196.7	198.2	227.9
FAM96B	1761.8	1562.9	1431.8	998.6	1697.3	1709.8
AAAS	239.1	242	149.7	216.1	286.3	180.1
ARHGAP17	1016	873.7	921.2	1228.5	1093.8	886.2
ZDHHC3	219	249.4	243.2	204.2	266.1	196.5
GGNBP2	636.9	832.5	934.3	1087.6	1220.2	1086.6
FAF1	566.8	438.2	433.3	532.3	413.2	503.3
C20orf27	35.9	220.2	105.7	244	76.8	133.2
UBP1	1164.4	722.4	794.9	815.6	807.1	857.2
PTGES2	412.9	351.2	382.5	369.9	112.2	275.3
FXYD5	3422.1	3559.3	3455.2	2771.2	2885.2	3494.3
CHMP5	594	680.7	738.3	546.7	585	885.2
NPDC1	476.1	631.2	440.2	744.3	535.3	319.3
RRAGC	880.5	1045.3	1113.1	1316.8	1178.2	1304.4
AAR2	527.2	662.3	685.1	533.6	647.4	643
WDR11	262.1	414	358.8	482.7	382.2	420.6
ANKRD10	497.5	731.3	843.2	820.4	711.6	961.5
TMEM165	487.3	457.6	431.9	530.4	671.5	791.7
AGPAT5	522.5	466.7	393.1	599.6	436.4	750.1
CUEDC2	1095.3	1202.1	1329.4	1119.7	1280	1321.9
TEX2	843.4	810	683.7	769.8	880.6	825.2
IFT57	428.3	471.1	540.6	450.4	587	734.9
DERA	644.4	711.3	758.3	684	998.3	982.3
FTSJ3	495.1	841.7	911.9	648.1	608.8	714.9
TEX10	380.3	435	430.5	356.1	410.2	444.8
MRPL4	514.4	393.1	404.4	317	534.9	398.9
MRPS10	463.5	546.2	561.5	464	487.7	876.2
WDR26	1661.5	1518.7	1623.4	1399	1894.9	1824.6
UBR7	657.2	678.7	585.4	677.4	655.8	704
MFSD1	3365	2554.6	2748.6	1871.9	3131.4	4117.7
XAB2	234.8	223.2	320.3	149	133.2	154.1
CMAS	170.9	185.7	203.1	210.5	227.8	231.3
MRPS34	256.5	222.3	192.7	243.8	241.7	244.9
TMEM2	588.3	396.4	457.8	437.7	582.8	463.2
ASF1B	106.7	232.9	310.5	129	193.2	263.6
C9orf78	411	433.8	405.4	462.7	550.1	563.4
RBX1	1586.4	1770	1701.8	1854.2	1845.8	2259.2
HMOX2	671.6	402.7	578.8	676.8	469.7	325.2
SENP2	438.9	498.4	487.9	448.3	483.9	557.1
C21orf59	509.4	336.1	467.2	478	535.1	530.7
RETSAT	715.3	1874.9	1202.3	1330.4	636.1	1391.5
CCDC25	233.2	481.7	447.7	365.5	475	677.7
RMDN3	786.9	910.8	726.7	545.9	599.3	1413.5
NFYB	760.8	1094.5	901.9	927.9	1199.8	1168
C17orf62	332.9	302.1	308.7	271.7	284.6	410.7
GATAD2A	434.6	546.7	454.7	426.2	451.7	572.9
TSEN34	917.7	754	831.7	725.9	826.9	600.8
NIF3L1	493.3	530.1	574.3	405.8	524.3	751.7
RBM22	476.6	534.3	515.9	629.2	583.2	485.2
ERGIC2	907.5	623.4	636.7	1278.9	1241.9	1157.4
SLC25A37	212.9	371	313.8	435.7	229.3	288.3
SMAP1	579.4	817.5	822.1	970	964.8	1080.2
MKKS	437.8	561.7	694.2	553	779.7	663.3
AP5M1	766.7	688.4	728.5	722.8	839.8	1030.6
SRPRB	2355.6	1549.5	1524.5	1916.7	1638.2	1832.8
UBE2O	100	20.5	41.7	145.4	35.8	10.1
CRBN	453.8	519.8	523.1	535.5	638.5	622.5
SCAMP2	1703.9	1183.2	1344.8	1463.8	1261.6	1255.1
INF2	804.6	758.3	940.1	741.3	633.2	658.6
TRIB3	237.3	229.3	247.2	334	199.7	226.1
GLT8D1	1415.4	1230.4	1238.8	1923.5	1625	1185.1
CENPT	230.1	163.9	210.5	215.3	170.6	143.1
ZNF395	495.8	695.2	778.6	879.1	886	758.8
SLC52A2	461.8	474.9	465.7	454.6	421.3	328.6
HMG20A	593.8	368.4	535.8	609.5	490.8	619.2
CARS2	372.7	323.9	330	462.9	421.7	416.8
GSDMD	230.7	321.5	289.2	336.1	231.9	292.6
TSR1	209.2	203.5	249.7	266.9	289.9	322
CDC42SE1	1445.8	1379.9	1554.4	1247.2	1244.1	1288.9
APPL1	424.9	487.2	548.4	537.6	450	658.4
DDRGK1	858.8	840.8	711.1	907.9	1080.5	748.5
NDUFA8	956.1	1210.9	874.9	959.1	1158	897.1
CLN6	75.7	28.2	52.9	60.9	39.5	120.3
OLFML3	2958.3	3150.6	1907.3	2929.6	3399.1	1587.1
MCTS1	1176.9	938.3	910.3	858	965.6	1311.5
SPATA20	726.6	984.1	751	735.4	1341.9	818.2
MEAF6	734.7	852.4	1038	876.2	838.6	1084.3
RSF1	118.6	137.6	186.4	111.5	190.7	117.2
AMZ2	1116.5	1173.4	1147.3	1124	1113.3	1257.9
COQ8A	618.3	701.4	695.3	701.8	650.9	614.7
ISOC1	546.1	531.1	513.8	443	413.4	599.6
VPS4B	1032.8	1013.6	911.5	1555.8	1423.8	1965.5
DERL1	450	332.6	347.4	345.5	303.7	369
WHSC1L1	75.2	126.3	122.2	96.7	152	120.8
TMEM254	166.1	125.9	96.3	74.8	89.4	113.8
CCDC92	1795.7	2255.1	1502.1	2113.9	1727.5	1703.7
MAGEF1	408.8	449.8	474.8	467.5	332.7	414.3
CHMP1B	357.7	537	396.7	295.3	975.9	662.6
TRAPPC11	146	122.1	127.1	197.6	155.8	221.7
EPS8L2	200.8	198.4	136.7	169.1	164.4	202
CLDN1	55.6	115.3	95	61.5	123.9	65
CDIP1	280.4	166.2	273	260.5	159.1	133.8
TULP4	491.4	553.4	646.2	493.6	546.9	548.1
ARMC1	483.4	434.1	515.2	658.3	505.7	755.5
RAB25	30.1	82.7	15.2	6.1	33.5	22.5
C8orf33	555.7	516.2	548	564.3	439.5	816.1
TIMM13	695.2	488	644.2	546	549.4	525.2
NANS	713.5	556.3	620.7	597.1	502.9	588.8
UQCR10	4365.6	4141.3	4260.2	3795.8	3855.2	4819.2
LMBRD1	3984.6	4339.9	4549.7	3135.7	4936.2	3653.6
IP6K2	283.9	394.6	414.9	321.1	543.2	354.1
GOLT1B	573.8	489.5	562.6	631.9	610.3	874.9
REXO2	2815.5	2658.6	3034.5	3091.1	3780.3	3595.4
ARMT1	508.5	409.6	514.9	376.8	371.2	692
OSTM1	792.6	637.7	689	457.3	719.5	1106.8
OXR1	353.6	346.4	382.2	426.2	490	453.4
DHX32	446.5	448.8	469.2	413.5	592.3	485.3
NOL6	388.2	268.8	265.4	320.5	279.8	338.8
NDUFB2	3432.8	3104.9	3154.5	2976.7	3352.3	4503.7
MRPL44	87.3	155.8	118.8	121.3	74.9	111
ALG5	1818.6	1327.3	1320.7	1320.4	1732.6	1747.2
FYCO1	497.6	591.6	727.5	567.2	697.8	614.1
MKNK2	990.6	1605.4	1330.8	1687.8	2170.3	1537.4
SCAND1	665.6	554.9	602.4	551.7	696.9	552.5
STMN3	79.7	133.8	74.9	66.2	43.3	50.6
PQLC1	609.1	617.3	672	700.1	749.5	604.6
RPRD1A	254.5	295.2	305.5	244.7	306.7	426.8
FN3KRP	732.1	944.2	850.5	803.7	673.2	651.2
MLPH	471	721.4	270.8	493.7	460.6	663
MOCS2	509.3	667.2	576.3	457.5	609.8	698.2
TMEM258	6158.7	5124.1	5110.5	4639.3	4534.8	5824
ATG101	392.1	313.5	442.8	495.8	518.9	435.1
NR1H2	312.3	326.6	387.6	341.7	335.1	259.6
ARL6IP4	768.8	954.9	799.8	948.3	845.9	684.3
SCPEP1	1269.2	1164.7	1408.9	1010.5	1460.3	1441
APPL2	513	512.9	553.5	587	583.8	454.3
LANCL2	300.9	196.9	237.7	171	179.4	255.4
C12orf10	664.7	822.8	724.7	680.6	656.8	709.2
PLEKHO1	358.9	215.6	381.7	272.5	307.8	227.4
PNMA1	1092.4	1177.3	1093.3	1090.4	1055.9	1157
ECSIT	250.8	142.5	205.7	275.4	192.6	221.4
NDUFB4	3812.7	3754.6	3624.4	3544.6	3401.1	4001.3
NUBP2	150.5	264.3	250.7	206.3	247.5	99.9
TNKS2	1434.5	1335.9	1428.3	1656.9	1196.9	1072.8
POGK	851.5	727.4	872.8	909	928.9	1016.3
NAGK	2026	1546.5	1583.4	1617.3	1638.3	1442.6
C1QA	6489.8	4186.4	6214.4	4100.6	4654.6	6053.4
ING4	319.9	383.4	404.2	442.4	394.8	387.5
UTP11	610.3	612.3	815.9	546	398.3	546.8
SLC38A1	378.9	251.1	127.5	385.4	173.5	137.6
NKIRAS2	296.1	348.3	335.6	429.8	277.9	432
GOLGA5	1239.7	975.1	953.6	1108.2	1072.4	1006.1
KMT5B	906.9	937.4	955.4	1121.4	1040.7	990.2
RUFY1	1112.3	1040	1093.3	1054.8	1144.6	1139.2
NOL8	466.8	384.2	456.2	435.7	513.9	616.6
TSKU	467.8	1229.5	820.7	948.9	634.7	655.5
MUL1	423.4	393.5	477.1	504.5	729.5	336.8
MEX3C	314.8	317.1	279.1	373	346.7	358.6
FAM111A	486.3	621.1	724.3	913.1	627.9	719.3
ZDHHC6	1127.6	803.8	997.6	699	1060.6	951.6
CNOT7	1739.3	1351.8	1527.4	1946.7	1357.5	2057.4
MID1IP1	956.3	867.9	822.4	705.1	625.3	728
CKAP2	434	351.2	400.3	355.5	343.3	375.3
EIF2D	634.5	756.5	839.6	936.8	1025.5	1154.1
SAR1B	686.2	425	421.5	516.8	556.1	788.4
FBRS	243.9	241	255	258.9	196.9	219.6
UGGT1	365.8	267.7	275.5	303.1	275	191.1
POLR1D	947.7	1179.3	1073	1106	1417.3	982.2
MKL2	901.5	1101.7	919	984.6	1020.8	1021.5
DDA1	570.2	325.4	345.1	406.4	184.9	369.3
AP1M2	93	65.3	117.8	24.1	134.7	113.9
ZBED5	889.5	907.7	1019.2	1454	1136	1259.5
BCCIP	171.3	186.9	160.7	216.8	151.2	353.8
SECISBP2	234.6	192.8	165.5	221.3	232.6	201.2
NCS1	34.2	135	100.3	138.6	32.7	33.3
TBC1D15	763.1	829.2	835	702.7	923.9	876.1
DROSHA	502.2	506.1	549.2	472.8	557.5	371.1
MRPL24	912.5	1041.2	1034.5	1069.9	797.4	1268
PARL	1539.4	1364	1409.3	1607.8	1452.8	1646.5
PDP1	373	396.6	416.6	420.5	314.8	349.2
ANKZF1	31.3	50.1	100.4	121.6	80	29.9
SLC25A10	109	104.9	98.9	97.3	62.7	70.2
SAV1	695	1006.2	909.2	761.3	796.7	726.4
DHX40	629.6	888.8	931.5	820.7	830.4	1002.8
WDR74	194.1	169.4	165.2	201.1	192	173.7
MRPL48	632.4	674.7	707.3	569.7	694.6	783.6
EDEM2	516.8	335.5	376.7	332	509.7	461.6
SS18L2	817.9	686.4	645.9	681.8	689.4	890.3
BDH2	867.7	1269.7	1453.9	1142.8	1463.5	1284.3
RNF7	668	635.9	405.1	817.3	882.1	1021.4
AGO1	403.3	668.4	551.8	629.7	745.4	816.7
CCDC90B	1033.9	997.7	1117.1	1089.3	1178.1	1557.8
UBA5	606.6	622.3	598.6	564	449.8	795.1
LAMTOR2	1015	981.9	936.1	1008.4	799.8	763.2
FAM188A	121.3	497.7	466	262.4	705.3	461.9
C14orf159	314.2	329.8	355.5	263.6	348.2	417
C11orf24	847.9	527.9	589.4	699.1	536.4	421.8
PAGR1	424.4	238.3	338.7	404.3	399.6	232.3
RNPEPL1	260.9	308.5	285.3	278.8	280.5	259
PSENEN	1012.5	717.7	806.9	710.7	778.4	944.8
KRCC1	1369.5	1552.9	1561	2016.2	1533.5	2223.1
OSBPL11	611.7	602.5	615.9	428.2	598.9	892.8
IPO4	116.8	87.7	114.8	105.2	120.6	129.6
HERC1	803.4	547.2	636	688.3	688.9	726.2
RSAD1	470	501.7	557.7	605.4	695.6	669.7
TACC3	77.9	32.7	35	26.5	21.6	25.7
CAMK2N1	642.8	1087.3	526	1582.6	1303.7	877.6
MAP4K3	192.4	241.9	222.1	245.7	229.3	253.5
GALNT7	546.3	503.8	536.7	405.4	371.3	438.4
C11orf57	397.6	393.4	342	325	377.5	515.4
CDK5RAP1	215.6	223.6	288.7	242.5	245.5	279.6
TIMM9	623.9	769.5	700.7	620.1	860.9	906.9
NLK	194.7	177.6	156.7	106.3	155.9	129.1
PELI1	1159.9	603.8	703.1	702.1	732.2	653.1
NDUFB11	1222.6	1050.9	921.4	767.6	1125.7	1275.7
STYXL1	452.2	559.1	672.8	259.1	424.3	448.8
ACSL5	501.7	540.4	574.2	284.2	285.2	368.6
RHOT1	274.5	523.4	535.8	448.1	671.9	538.3
SPATS2	350.7	271.6	178.6	224.8	215.4	159.8
LGR4	139.3	236.4	230.5	212.6	246.2	251.1
SNAP29	533.6	372.4	379.2	272.7	555.6	479.3
COQ4	243.6	173.6	206.3	212.3	123.6	282.2
PRDM4	308.8	221.5	367.1	422.6	290	402.6
NAV2	454.5	429.8	478.7	400.2	485.1	308.4
BEX1	140.7	185.8	126.9	128.6	143.5	178.2
DERL2	638.7	343.1	446.1	565.7	486.7	594.9
THOC7	670.8	691.7	631.6	664.1	677.3	997.6
TNIP2	792.6	780.1	838.6	1094.5	807.1	888.5
PFDN2	726.2	1068.7	1091	1019.2	1045.4	1102.1
FAM160B2	221.6	446.3	325.1	386.6	349.1	267.7
PHC1	383.4	498	462.9	538.5	525.1	526.7
MRPL22	547.3	491	531.1	519.6	551.1	607.7
UBA6	403.6	140.3	254.2	307	314.3	369.9
PPCS	382.6	400.4	375.3	605.4	515.5	977.9
ERMP1	540.9	474.9	436.7	488.1	434.4	436.7
GTF3C3	322.1	294.4	384.6	356.4	411.8	401
RCOR3	270.2	231	272.8	329.1	339.9	245.8
TMEM176A	3618.6	2868.2	3186.7	2051.2	2755.3	2725.4
SESN1	1151	1103.7	1142.8	1259.2	1348.9	1202.9
TYW1	825.5	725	1041.1	618.9	826	933.8
ZC3H7A	633.9	527	452.3	615.7	463.8	563.4
ZWILCH	199.3	163.2	97.4	189.5	130.1	156.3
GMNN	293.4	338.2	338.5	444.9	368.5	313.1
COMMD8	1050.4	897.2	973.6	845.2	845.5	1550.2
RCBTB1	198.7	307	242.1	233.8	263.5	427.9
TRAPPC2L	939.7	970.1	1146	1038.9	930	936.8
KIF4A	93.5	180.4	142.2	80.8	93.9	107.7
MRM2	583.4	488.9	568.1	309.2	444.1	591.5
TIMM8B	2615.3	2610.9	2505.3	2516.8	2376.2	3195.9
CRELD2	3434.2	2092.2	1683.5	1498.2	2015.3	1243.3
NRSN2	299.1	242.2	276.7	305.7	232.9	227.6
GOLPH3L	877	813.9	801.8	518.5	683.5	565.3
EXD2	426.6	489.6	401.7	440.9	559.3	407.3
LRRFIP2	352.2	531.8	577.4	526.5	630.8	552.6
DARS2	145.6	205	215.9	139.7	174.4	189.1
METTL17	554.4	460.1	566.6	642.3	465	606.1
USP21	312.8	433.2	424.3	369.6	351.2	410.5
TNFRSF12A	561.5	516.4	508	767.2	615.6	367
EXOSC1	27.3	8.1	7.4	10.2	21	19.7
S100PBP	321.2	310	329.1	367.3	303.5	321.9
PSPC1	280.4	260.7	262.8	264.6	278	362.5
MED9	379.6	247.8	320.3	222.1	316.5	224
AKTIP	700.5	551.9	780.1	892.2	473.3	666.4
C12orf4	398.1	370.1	385.3	315.1	407.3	576.3
NUDT9	805.6	760.1	783.5	781.4	780.9	721.9
MICAL1	317.8	173.3	294.9	272	202.7	165.4
RWDD2B	368.3	544.9	583.7	431.5	591.5	632.8
RBM7	862.8	1143.7	997.3	1093	1303	1275.6
LOC728392	538.7	417.1	428.8	416.1	357	598.6
CARHSP1	383.1	391.7	361	529.3	348.6	374.7
MRPS18A	355.1	334.3	340.2	320.2	406.4	427.8
USP16	1017.3	1059.9	1017.9	1190.4	1394.4	1332
PGLS	801.5	708.2	795.6	763.4	810.2	865.6
APH1A	1510.6	1965	1791.5	1495.6	1459.7	1505.8
FAM204A	99.4	60.6	39.9	53.9	79.5	73.2
SNF8	1304.6	1176.4	1044.4	1121.8	1122.7	1265.6
SFXN1	198.7	126.6	134.2	147	142.3	93.3
SMU1	368.7	332.4	316.7	352.9	394	393.6
ROGDI	366.2	286	294	493.8	320.6	178.8
ACTR6	320.5	336.1	343.7	386.1	422.4	515.2
VPS13C	918.2	981.7	947.8	1061.1	1107.5	1026.7
FANCL	151.3	161.2	159.7	185.7	164.1	201.9
MRPS30	416.5	613	590	430.8	571.1	539.6
CDCA4	341.8	360.3	354	422.2	369	517.8
OAS3	861	562.7	707.9	524.1	443.1	479.7
ZNF281	174.5	144.3	166.6	209.2	174.7	156.8
HPS4	204.8	132.6	221.6	223.6	151.8	280.1
TRIAP1	1266.6	1168.4	1426.8	1236.4	1437.7	1455.2
SNX10	537.6	375	486.3	384.3	299.8	1262.8
ABT1	479.9	273.2	361.6	475.6	380.5	404.5
TIMM10	420.1	598.5	526.5	413.7	441.9	634.5
DNAJC1	376.2	339.8	414.2	373.4	498.1	385.7
PGP	29.4	11.5	11.9	22.7	13.9	18.4
MBIP	172.8	162	196.5	228.3	291.9	205.6
GTF2IRD1	455.3	513.7	820.7	605.5	346.4	528.8
ZNF639	21.6	106.4	75.9	107.6	140.3	105
NDE1	210.2	163.8	272.2	240	303.6	149.9
VPS33B	183.7	86.7	191.7	200.2	148.2	198.2
SLC48A1	132.3	171.2	249.3	195.8	109.7	143.1
KANK2	2077.9	3641.2	3224.7	3483.6	3368.5	3418
TMUB2	310.3	235.8	346.8	260.4	293.9	233.8
PROSER1	465.3	359.7	436.9	291.9	351.1	376.7
CERK	489.6	556.6	523.1	715	609.5	609.3
VPS54	460.8	500.3	520.8	546.4	554.4	671.6
STEAP3	732.6	713.4	1125.6	389.9	500.2	781.2
RNF216	456.6	480.2	415.7	374.7	539.7	415.4
SDCCAG3	198	210.5	165.4	254.9	243.3	243.3
REV1	371.4	325.8	430.5	412.5	380.7	481.4
C19orf66	1329.1	945.2	1076.5	595.8	1163.5	1028.4
RFX7	128.3	124.7	135.9	120.5	111	126.8
VIPAS39	596.1	680.6	686.8	728.2	764	682.1
FBXO3	395	503.6	410	493.7	433.9	491.2
PANK3	193.1	212.3	218.6	139.3	254.4	201.3
AACS	524.4	513.6	585.9	319.9	508.2	528.2
DNAJC15	1216.2	1027.2	871.3	1154.8	1264.6	1276.3
SIL1	362.7	284.5	306.1	262.6	257.8	151.3
LZTFL1	514.8	468.4	419.7	427.3	526.6	541.1
